original_page_index,n_boxes,total_area,mean_area,std_area,mean_width,mean_height,mean_aspect_ratio,mean_x,mean_y,density,vertical_spread,horizontal_spread,mean_spacing,cluster_label,cluster_name
210,23.0,0.042938095437,0.0018668737146521736,0.0010738717878653662,0.12210313043478262,0.015061086956521742,9.117813846095608,0.380772695652174,0.38061506521739136,0.042938095437,0.8125715,0.7383005000000001,0.4140917249051613,0,Dense
213,27.0,0.030788075368000004,0.0011402990877037039,0.0017998105822102865,0.08247818518518517,0.011226555555555554,7.485535185531007,0.6951382037037036,0.12942283333333335,0.030788075368000004,0.239739,0.6899139999999999,0.24615889553292772,0,Dense
216,43.0,0.07914139000900007,0.001840497442069769,0.0014799965422373643,0.12659006976744186,0.01369918604651164,8.962975287571425,0.3881912906976745,0.6143166395348837,0.07914139000900007,0.8483655,0.770508,0.4050107800376644,0,Dense
219,17.0,0.014961339119999998,0.0008800787717647058,0.0004625704035097497,0.07136182352941176,0.012164529411764706,5.829214740753828,0.46518126470588234,0.05672897058823529,0.014961339119999998,0.057583999999999996,0.871121,0.3527653277301231,0,Dense
222,7.0,0.00747524663199999,0.0010678923759999987,0.0006386824546072001,0.06801742857142858,0.01537514285714284,4.428599725574835,0.6533975714285715,0.8681324285714285,0.00747524663199999,0.029066500000000106,0.812548,0.35065230631347694,0,Dense
225,33.0,0.06262351019900003,0.0018976821272424253,0.0019275254237568747,0.1341961212121212,0.012776606060606065,10.11677763503144,0.3522580606060606,0.6962173939393939,0.06262351019900003,0.883688,0.756541,0.448201406347604,0,Dense
228,20.0,0.0656409604,0.00328204802,0.005720910169997027,0.17219935,0.014855000000000002,9.886777156532679,0.3640237250000001,0.43337725000000005,0.0656409604,0.850811,0.74056,0.5304348341055783,0,Dense
229,5.0,0.021155026599999998,0.00423100532,0.002050818354984272,0.20717020000000003,0.020228200000000002,11.179242829858046,0.4712583,0.18721010000000002,0.021155026599999998,0.20438900000000002,0.2179295,0.14578000227407914,0,Dense
232,9.0,0.035777440369,0.003975271152111111,0.004017659875604282,0.2207435555555556,0.01556066666666667,12.773846553471223,0.5056863333333333,0.16016066666666667,0.035777440369,0.12115600000000001,0.599153,0.22388212776697783,0,Dense
235,19.0,0.037964782430000045,0.0019981464436842128,0.003516232257033845,0.09942489473684209,0.014474421052631595,6.882454985303381,0.4421823947368421,0.5010980526315789,0.037964782430000045,0.6024465,0.727554,0.3360984213945716,0,Dense
238,80.0,0.06100595622799999,0.0007625744528499998,0.0004313515296208083,0.07186487500000001,0.010425862499999997,6.877810156895114,0.4107963625,0.34705603125,0.06100595622799999,0.5782725,0.8788710000000001,0.35985673367000715,0,Dense
241,63.0,0.043295170748999995,0.0006872249325238095,0.0005065264186753675,0.0545251111111111,0.012132015873015873,4.3983103795162855,0.4116336666666667,0.3093755158730158,0.043295170748999995,0.524489,0.9175180000000001,0.34659630071795366,0,Dense
244,12.0,0.05423465581099999,0.0045195546509166655,0.004998871627992867,0.18651399999999999,0.019802166666666666,8.798209147580335,0.2550941666666666,0.3070916666666667,0.05423465581099999,0.44715000000000005,0.2351035,0.21770498136180153,0,Dense
247,65.0,0.04517820935,0.0006950493746153846,0.0006702323744104489,0.0517716,0.012600923076923077,3.9755875442509776,0.4326757846153847,0.20317432307692307,0.04517820935,0.9122859999999999,0.845736,0.3751477032049607,0,Dense
250,6.0,0.003950882172999994,0.0006584803621666656,0.0003680556111271204,0.05189849999999999,0.012638999999999992,4.150248137378651,0.54183375,0.8930184999999998,0.003950882172999994,0.09984149999999992,0.6723450000000001,0.33922427787826676,0,Dense
253,47.0,0.04461041321599999,0.000949157728,0.0008124524838771642,0.0641088085106383,0.013824999999999994,4.495502821049126,0.4458782978723404,0.28112798936170214,0.04461041321599999,0.9103680000000001,0.8735795000000001,0.47852449321372487,0,Dense
256,41.0,0.10572732948500008,0.0025787153532926847,0.001388167590266288,0.1731209024390244,0.014940219512195133,11.674552271784128,0.2083905731707317,0.49278374390243895,0.10572732948500008,0.7869365000000001,0.41041099999999997,0.3113798918986153,0,Dense
259,80.0,0.08069274412699995,0.0010086593015874994,0.0009765118272729347,0.0761504,0.012630449999999998,5.802863081264958,0.30028449999999995,0.3337767875,0.08069274412699995,0.49547299999999994,0.648823,0.28099049245878377,0,Dense
262,16.0,0.010801621604999999,0.0006751013503124999,0.00035078427059022507,0.06674712499999999,0.0099395625,6.654375614210195,0.4422429375,0.05645115625,0.010801621604999999,0.057579000000000005,0.8723854999999999,0.3450918532547116,0,Dense
265,5.0,0.020765858188000003,0.0041531716376,0.0038858366660935715,0.11823999999999998,0.033865200000000005,3.4117073631372667,0.28291520000000003,0.5569512,0.020765858188000003,0.53589,0.888997,0.4569883604208771,0,Dense
268,14.0,0.021047870310999986,0.0015034193079285704,0.0012417819959765909,0.11880850000000001,0.012336142857142851,9.492879075368936,0.50298375,0.33915042857142863,0.021047870310999986,0.4455045,0.27942100000000003,0.17954034099688035,0,Dense
271,27.0,0.07997654479300007,0.0029620942515925955,0.0027643293994415114,0.1817133333333333,0.014713333333333342,11.54458865681636,0.37381814814814807,0.6905855185185183,0.07997654479300007,0.852063,0.7440260000000001,0.47150099352853786,0,Dense
272,6.0,0.028791396391999978,0.004798566065333329,0.003751849742046362,0.19372616666666664,0.023938833333333312,9.882929852240824,0.45813325,0.5196504166666668,0.028791396391999978,0.5649945000000001,0.31640150000000006,0.26751344776584873,0,Dense
275,30.0,0.047134606113,0.0015711535371000002,0.001812693232602756,0.10667676666666666,0.012971199999999995,8.538941561868663,0.5463590166666665,0.22252550000000001,0.047134606113,0.342593,0.8612494999999999,0.41374034269108073,0,Dense
278,34.0,0.09063018097099997,0.0026655935579705877,0.0021240211661836344,0.16733217647058823,0.015377235294117645,10.590281263284071,0.30407855882352947,0.3220641470588235,0.09063018097099997,0.4169799999999999,0.43612850000000003,0.23560445342685638,0,Dense
281,44.0,0.05677614281299999,0.001290366882113636,0.0027488884240985723,0.07626090909090909,0.011390522727272727,5.818380403693907,0.5822795227272727,0.5321834204545454,0.05677614281299999,0.7593030000000001,0.9354295,0.43629457620830686,0,Dense
284,20.0,0.03125381168499999,0.0015626905842499993,0.0016557478562856012,0.10322895000000001,0.013365549999999985,7.660634589327209,0.39680987500000003,0.491885325,0.03125381168499999,0.8352904999999999,0.8648779999999999,0.6032965087355058,0,Dense
287,40.0,0.08392186130799999,0.0020980465327,0.004017652176693595,0.14058822499999998,0.01190677499999999,11.377431449955013,0.5701373125,0.4547116625,0.08392186130799999,0.9155055000000001,0.8172550000000001,0.5413781551239187,0,Dense
290,44.0,0.039065813420000005,0.0008878593959090912,0.0008325111809169677,0.06168277272727274,0.013570113636363634,4.511648187121831,0.47085561363636363,0.2470298068181818,0.039065813420000005,0.849736,0.866158,0.46689381229809446,0,Dense
293,51.0,0.06915476913800003,0.0013559758654509812,0.0013622663583114456,0.09917260784313725,0.012615549019607845,8.252916414025462,0.4627831274509803,0.39446204901960785,0.06915476913800003,0.89114,0.7501950000000001,0.4193823079619579,0,Dense
296,9.0,0.007545036932,0.000838337436888889,0.00017973765863996553,0.08058555555555555,0.010527555555555557,7.8198698786197225,0.8328785555555557,0.07319388888888888,0.007545036932,0.0635445,0.14073449999999998,0.08373939259477123,0,Dense
299,15.0,0.070614083663,0.004707605577533332,0.004392016271224716,0.22827386666666666,0.018676066666666664,11.800141291345264,0.28220086666666666,0.49634903333333324,0.070614083663,0.7518750000000001,0.353642,0.34352148926029524,0,Dense
302,14.0,0.03677346878699999,0.0026266763419285706,0.0019407362665996924,0.16462807142857144,0.015573857142857144,10.461300947787466,0.23720332142857142,0.44598957142857143,0.03677346878699999,0.46738099999999994,0.23354549999999996,0.17421684101133053,0,Dense
305,16.0,0.047511054181999995,0.0029694408863749997,0.0027512563594818563,0.1363610625,0.018090499999999992,6.956472823709765,0.29791465625,0.2974063125,0.047511054181999995,0.6530425000000001,0.8618589999999999,0.5076167350520168,0,Dense
308,63.0,0.06382742668299998,0.0010131337568730157,0.0010020093585909014,0.07607984126984127,0.012047619047619041,6.316984732843919,0.6068779682539684,0.201878,0.06382742668299998,0.9440470000000001,0.8772540000000001,0.3169905665097552,0,Dense
311,49.0,0.066950167481,0.0013663299485918367,0.002168413537012755,0.1008125918367347,0.012208775510204087,7.811464749972731,0.49021607142857143,0.4749993877551021,0.066950167481,0.8276145,0.8495389999999999,0.4344637619135006,0,Dense
314,8.0,0.04766379139299999,0.005957973924124999,0.005551099273473393,0.248997,0.020450249999999996,12.285970949172277,0.50251875,0.64778975,0.04766379139299999,0.5254615,0.1394305,0.24735125295541685,0,Dense
317,19.0,0.024273324936999997,0.001277543417736842,0.002375107321972077,0.08608231578947367,0.011213736842105259,7.538101792804064,0.6853865263157894,0.2641856578947368,0.024273324936999997,0.6228805,0.8533384999999999,0.36397615128605665,0,Dense
320,4.0,0.0025838027299999963,0.000645950682499999,0.00021850712258940968,0.05728900000000001,0.011117749999999982,5.108355219325277,0.8146710000000001,0.6914573749999999,0.0025838027299999963,0.0005055000000000476,0.18272299999999997,0.10149882139643644,0,Dense
323,92.0,0.09537758615400004,0.0010367128929782612,0.0011472286498933717,0.0720229347826087,0.012896739130434789,5.5072112238903745,0.5366375326086957,0.3833515326086957,0.09537758615400004,0.6637230000000001,0.907605,0.4297922393544586,0,Dense
326,75.0,0.09163590458400005,0.0012218120611200004,0.001135205239533465,0.09027242666666667,0.012934866666666673,6.783836722301842,0.4069570266666667,0.42846336666666673,0.09163590458400005,0.729056,0.742257,0.380451452966636,0,Dense
329,39.0,0.05843855081399996,0.001498424379846153,0.002379607233917831,0.09053669230769229,0.013164999999999991,7.343397160753773,0.548580935897436,0.3782087051282051,0.05843855081399996,0.89718,0.8437685,0.4867074568446468,0,Dense
332,7.0,0.0064451978630000045,0.0009207425518571435,0.000548994592093529,0.0681677142857143,0.01333357142857142,5.090325232450055,0.6502847142857142,0.8682642142857143,0.0064451978630000045,0.029251499999999986,0.8073389999999999,0.3470316598141555,0,Dense
335,30.0,0.047721147442999975,0.0015907049147666661,0.0020055023513525705,0.10482843333333336,0.01274119999999999,8.52502454465898,0.5441283833333334,0.2256153333333333,0.047721147442999975,0.3507785,0.854564,0.4148156760766412,0,Dense
338,34.0,0.059765529150999995,0.0017578096809117648,0.0014476734668730665,0.10477511764705882,0.016096499999999996,6.530049914896775,0.3879521176470588,0.26529954411764706,0.059765529150999995,0.9244405000000001,0.8902320000000001,0.36930894826424054,0,Dense
341,41.0,0.11377316235400001,0.0027749551793658537,0.0027178980878021872,0.14237729268292681,0.017255634146341466,8.389411884843858,0.23147906097560977,0.4942072073170732,0.11377316235400001,0.8679405,0.5686085000000001,0.3397474274503967,0,Dense
344,26.0,0.04550804173399999,0.001750309297461538,0.0016081680551676366,0.13019896153846156,0.012836653846153843,10.096040577373486,0.3334529423076923,0.5287832884615384,0.04550804173399999,0.711542,0.6040625000000001,0.4237387292819545,0,Dense
347,69.0,0.053957650605000025,0.0007819949363043481,0.00041876416780009675,0.07447195652173916,0.010307000000000007,7.195199924629736,0.4348450217391304,0.32627735507246386,0.053957650605000025,0.5930209999999999,0.8716185,0.364576969201821,0,Dense
